main,sub,lat,lon,medium_desc,tucci_story,tags,source_url,
Taormina,Teatro Antico,37.851,15.292,Greek theater still in use; Etna watching from afar.,Drama never left this stage.,taormina;theater;greek;unesco;iconic,https://en.wikipedia.org/wiki/Ancient_theatre_of_Taormina,
Taormina,Castelmola (upper village),37.862,15.275,"Hilltop village above Taormina; quieter, cooler, more real.",You drink almond wine and forget ambition.,taormina;village;hill;view;authentic,https://en.wikipedia.org/wiki/Castelmola,
Taormina,Mazzarò,37.845,15.293,Beach cove with hotels and boats bobbing lazily.,The kind of idleness that feels like achievement.,taormina;beach;coast;luxury;relax,https://it.wikipedia.org/wiki/Mazzar%C3%B2,
Taormina,Isola Bella,37.853,15.298,Tiny island linked by a sandbar; turquoise postcard made real.,Heaven with an entry fee.,taormina;island;beach;iconic;photography,https://en.wikipedia.org/wiki/Isola_Bella_(Sicily),
Taormina,Giardini Naxos (nearby),37.824,15.269,Seaside town below Taormina; long beach and family energy.,"Life without pretense, just sunlight.",taormina;beach;coast;local-life;authentic,https://en.wikipedia.org/wiki/Giardini_Naxos,
Taormina,Madonna della Rocca,37.855,15.282,Chapel perched on cliff above town; views to forever.,Faith balanced on rock and sky.,taormina;chapel;view;heritage;spiritual,MISSING,
Tindari,Santuario di Tindari,38.138,15.061,Clifftop shrine dedicated to the Black Madonna; solemn and vast.,Devotion overlooking the sea.,tindari;sanctuary;church;heritage;view,https://en.wikipedia.org/wiki/Tindari,
Tindari,Laghetti di Marinello,38.137,15.057,Shallow lagoons below the sanctuary; ever-changing sandbanks.,Nature’s geometry redrawn daily.,tindari;lagoon;nature;coast;unesco,https://en.wikipedia.org/wiki/Marinello_lakes,
Tindari,Patti Marina,38.134,15.083,Beachfront suburb with trattorie and evening strolls.,"Ordinary happiness, extraordinary view.",tindari;beach;harbor;local-life;authentic,MISSING,
Tindari,Mongiove,38.132,15.089,Coastal hamlet with caves and calm water.,Silence shaped by tide.,tindari;village;coast;cave;quiet,MISSING,
Trapani,Centro Storico,38.017,12.535,"Historic center on a narrow peninsula; salt, wind, and charm.",The sea guards both sides of the story.,trapani;historic;harbor;urban;heritage,https://en.wikipedia.org/wiki/Trapani,
Trapani,Porto,38.02,12.52,Port district with ferries to the islands; bustling and salty.,Departure smells like diesel and dreams.,trapani;harbor;urban;authentic;sea,https://en.wikipedia.org/wiki/Port_of_Trapani,
Trapani,Torre di Ligny,38.019,12.508,Watchtower and museum at the tip of the city; sea on all sides.,"The end of land, the start of longing.",trapani;tower;heritage;view;coast,https://en.wikipedia.org/wiki/Torre_di_Ligny,
Trapani,Saline di Trapani e Paceco,37.98,12.495,Salt flats and windmills south of the city; pink water and flamingos.,Even work looks like poetry here.,trapani;reserve;salt;birdwatching;unesco,https://en.wikipedia.org/wiki/Saline_di_Trapani_e_Paceco_Nature_Reserve,
Trapani,Rilievo,37.9663,12.5663,Inland village between Trapani and Marsala; quiet and sunny.,The rhythm of tractors and church bells.,trapani;village;inland;authentic;quiet,https://it.wikipedia.org/wiki/Rilievo_(Trapani),
Trapani,Colline di Erice,38.0379,12.55,Hills rising toward Erice; vineyards and endless views.,The clouds pass like slow guests.,trapani;hill;vineyard;view;heritage,MISSING,
Trecastagni,Centro Storico,37.615,15.064,Etna foothill town with lava streets and lively squares.,The mountain watches every conversation.,trecastagni;village;etna;heritage;authentic,https://en.wikipedia.org/wiki/Trecastagni,
Trecastagni,Monte Serra,37.616,15.062,Hill park and observatory; Etna visible through the haze.,You can almost hear the volcano breathe.,trecastagni;hill;view;nature;quiet,MISSING,
Trecastagni,Tarderia,37.637,15.065,Small hamlet surrounded by chestnut woods.,Autumn’s favorite hideout.,trecastagni;village;forest;quiet;authentic,MISSING,
Trecastagni,Lavinaio,37.619,15.089,Residential slope between vineyards and lava fields.,Where life clings beautifully to black rock.,trecastagni;neighborhood;volcanic;authentic;quiet,MISSING,
Troina,Centro Storico,37.783,14.602,"Ancient hilltop town, once Norman capital of Sicily; stone lanes and deep pride.",The kind of quiet that holds its breath for centuries.,troina;historic;village;heritage;mountain,https://en.wikipedia.org/wiki/Troina,
Troina,Lago Ancipa,37.813,14.568,Artificial lake surrounded by forests and misty hills.,Even reflections seem tired — in a beautiful way.,troina;lake;nature;quiet;scenic,https://en.wikipedia.org/wiki/Lake_Ancipa,
Troina,Bosco di Troina,37.792,14.59,"Thick forest northeast of town, chestnut and oak country.",Birdsong louder than any confession.,troina;forest;nature;hiking;authentic,MISSING,
Troina,Contrada Serro,37.784,14.61,Rural district with scattered farms and stone walls.,Life written in dust and sunlight.,troina;countryside;farm;authentic;quiet,MISSING,
Vittoria,Centro Storico,36.952,14.534,Grid-planned town from the 1600s; lively markets and art nouveau façades.,Order wrapped in Sicilian chaos.,vittoria;urban;heritage;baroque;authentic,"https://en.wikipedia.org/wiki/Vittoria,_Sicily",
Vittoria,Scoglitti,36.92,14.437,Fishing village on the coast; long beach and shrimp boats at dawn.,"Sea, sun, and the smell of promise.",vittoria;beach;harbor;authentic;local-life,https://en.wikipedia.org/wiki/Scoglitti,
Vittoria,Contrada San Basilio,36.945,14.552,Rural outskirts of Vittoria; vineyards and red earth.,Wine and dust share the same color.,vittoria;countryside;vineyard;authentic;quiet,MISSING,
Vittoria,Fiera Emaia,36.949,14.538,Fairgrounds and market area; hub of commerce and noise.,Proof that Sicilian business is never boring.,vittoria;market;urban;events;local-life,MISSING,
Vulcano,Porto di Levante,38.403,14.964,Main harbor of Vulcano island; thermal muds and ferry traffic.,"Steam, salt, and sunscreen — all in one breath.",vulcano;island;harbor;thermal;aeolian,https://en.wikipedia.org/wiki/Vulcano,
Vulcano,Porto di Ponente,38.405,14.961,Western bay of Vulcano; black sand beach and calm water.,Volcano dust turned into paradise.,vulcano;beach;island;volcanic;relax,https://it.wikipedia.org/wiki/Vulcano_(isola),
Vulcano,Piano,38.419,14.975,Small inland settlement surrounded by green slopes.,Peace with a faint smell of sulfur.,vulcano;village;island;nature;authentic,MISSING,
Vulcano,Gelso,38.37,14.97,Remote southern hamlet with a lonely lighthouse and vineyards.,"The edge of everything, and it feels right.",vulcano;village;island;lighthouse;quiet,MISSING,
Vulcano,Gran Cratere,38.405,14.963,Main volcanic crater with panoramic views and sulfur vents.,Where the earth remembers its temper.,vulcano;volcano;hiking;iconic;nature,https://en.wikipedia.org/wiki/Fossa_(volcano),
Zafferana Etnea,Centro Storico,37.6945,15.107,Etna-side town with elegant squares and honey shops.,Sweetness living beside fire.,zafferana;etna;village;heritage;authentic,https://en.wikipedia.org/wiki/Zafferana_Etnea,
Zafferana Etnea,Milo,37.712,15.109,Mountain village surrounded by vineyards and chestnut woods.,Wine born from lava and patience.,zafferana;etna;village;wine;authentic,"https://en.wikipedia.org/wiki/Milo,_Sicily",
Zafferana Etnea,Pisano,37.681,15.079,Small settlement with citrus and silence.,Even the air smells handmade.,zafferana;etna;village;citrus;quiet,MISSING,
Zafferana Etnea,Fleri,37.652,15.086,Residential town rebuilt after eruptions; resilient and real.,Scars turned into streets.,zafferana;etna;village;volcanic;authentic,https://en.wikipedia.org/wiki/Fleri,
Zafferana Etnea,Saragoddio,37.683,15.1025,Countryside hamlet between lava fields and olive groves.,Life clinging beautifully to black soil.,zafferana;etna;countryside;olive;quiet,MISSING,
Zafferana Etnea,Saragoddio,37.683,15.1025,Countryside hamlet between lava fields and olive groves.,Life clinging beautifully to black soil.,zafferana;etna;countryside;olive;quiet,MISSING,
